지점,지점명,일시,기온(°C),강수량(mm),풍속(m/s),습도(%),현지기압(hPa),해면기압(hPa)
108,서울,2024.1.1 6:00,0.5,,2,99,1017.2,1028.1
108,서울,2024.1.1 7:00,0.4,,2.1,98,1017.5,1028.4
108,서울,2024.1.1 8:00,0.2,,0.8,98,1017.9,1028.8
108,서울,2024.1.1 9:00,0.6,,1.3,99,1018.2,1029.1
108,서울,2024.1.1 10:00,2.4,,1.4,95,1018.6,1029.4
108,서울,2024.1.1 11:00,4.4,,2,82,1018.3,1029
108,서울,2024.1.1 12:00,5.7,,2.3,73,1017.7,1028.4
108,서울,2024.1.1 13:00,7.3,,1.6,70,1016.6,1027.2
108,서울,2024.1.1 14:00,6.5,,2.1,68,1015.8,1026.4
108,서울,2024.1.1 15:00,6.4,,1.2,68,1015.4,1026
108,서울,2024.1.1 16:00,5.8,,2.2,68,1015.3,1026
108,서울,2024.1.1 17:00,5.5,,2.3,71,1015,1025.7
108,서울,2024.1.1 18:00,4.9,,1.1,71,1015,1025.7
108,서울,2024.1.1 19:00,4.6,,1.3,72,1014.7,1025.4
108,서울,2024.1.1 20:00,4.4,,1.3,75,1014.6,1025.3
108,서울,2024.1.1 21:00,4.3,0,1.7,77,1014.5,1025.2
108,서울,2024.1.1 22:00,4.1,,1.5,79,1014.6,1025.3
108,서울,2024.1.1 23:00,3.9,,2,82,1014.4,1025.1
108,서울,2024.1.2 0:00,3.7,0,1.7,82,1014.2,1024.9
108,서울,2024.1.2 1:00,3.5,,1.1,85,1013.6,1024.3
108,서울,2024.1.2 2:00,3.3,,2,86,1013.5,1024.2
108,서울,2024.1.2 3:00,3,0,2.2,80,1013.5,1024.2
108,서울,2024.1.2 4:00,2.8,,0.4,82,1012.9,1023.6
108,서울,2024.1.2 5:00,2.4,,0.1,84,1012.3,1023.1
108,서울,2024.1.2 6:00,2.3,,0.6,84,1012.2,1023
108,서울,2024.1.2 7:00,2.2,,0.3,82,1012.3,1023.1
108,서울,2024.1.2 8:00,2.3,,1.4,77,1012.4,1023.2
108,서울,2024.1.2 9:00,2.3,0,1.8,75,1012.6,1023.4
108,서울,2024.1.2 10:00,2.7,,2.2,74,1012.8,1023.5
108,서울,2024.1.2 11:00,3.1,,1.6,73,1012.4,1023.1
108,서울,2024.1.2 12:00,3.6,,1.7,72,1011.8,1022.5
108,서울,2024.1.2 13:00,4,,1.7,68,1011.2,1021.9
108,서울,2024.1.2 14:00,4.1,,1.7,63,1010.7,1021.4
108,서울,2024.1.2 15:00,3.9,,2.4,62,1010.6,1021.3
108,서울,2024.1.2 16:00,4,,1.9,62,1010.4,1021.1
108,서울,2024.1.2 17:00,3.5,,1.2,63,1010.1,1020.8
108,서울,2024.1.2 18:00,3.2,,1.2,64,1010.4,1021.1
108,서울,2024.1.2 19:00,2.9,,1.6,70,1010.3,1021
108,서울,2024.1.2 20:00,2.4,,1.3,70,1010.4,1021.1
108,서울,2024.1.2 21:00,2.3,,2.1,72,1010.4,1021.1
108,서울,2024.1.2 22:00,2.3,,2,72,1010.1,1020.8
108,서울,2024.1.2 23:00,2.3,,1.2,73,1009.9,1020.6
108,서울,2024.1.3 0:00,2.4,,1.7,72,1009.6,1020.3
108,서울,2024.1.3 1:00,2.3,,1.6,74,1009.3,1020
108,서울,2024.1.3 2:00,2.2,,1,74,1008.9,1019.6
108,서울,2024.1.3 3:00,2.1,,0.3,75,1008.9,1019.6
108,서울,2024.1.3 4:00,2,,0.4,77,1008.3,1019
108,서울,2024.1.3 5:00,2.2,,0.9,77,1007.9,1018.6
108,서울,2024.1.3 6:00,2.2,,0.7,78,1007.7,1018.4
108,서울,2024.1.3 7:00,2.2,,0.8,78,1007.7,1018.4
108,서울,2024.1.3 8:00,2.3,,1.5,80,1007.7,1018.4
108,서울,2024.1.3 9:00,2.1,0.1,2,85,1008.2,1018.9
108,서울,2024.1.3 10:00,1.8,,1,90,1008.3,1019
108,서울,2024.1.3 11:00,2.4,,1.6,89,1007.7,1018.4
108,서울,2024.1.3 12:00,3,0.5,1.4,89,1007.4,1018.1
108,서울,2024.1.3 13:00,3.8,,1,84,1006.6,1017.2
108,서울,2024.1.3 14:00,3.4,,2.8,85,1006.5,1017.1
108,서울,2024.1.3 15:00,3.2,0,2.2,83,1006.7,1017.4
108,서울,2024.1.3 16:00,3.7,,2.5,75,1007.2,1017.8
108,서울,2024.1.3 17:00,3,,2.7,77,1007.8,1018.5
108,서울,2024.1.3 18:00,2.3,,2.5,82,1008.7,1019.4
108,서울,2024.1.3 19:00,1.7,,1,82,1009.2,1020
108,서울,2024.1.3 20:00,1.3,,3,78,1009.7,1020.5
108,서울,2024.1.3 21:00,0.6,,2.1,73,1010.2,1021
108,서울,2024.1.3 22:00,0,,2.6,74,1010.7,1021.5
108,서울,2024.1.3 23:00,-0.5,,1.5,75,1011.1,1022
108,서울,2024.1.4 0:00,-1.1,,0.8,78,1011.3,1022.2
108,서울,2024.1.4 1:00,-1.5,,0.8,79,1011.5,1022.4
108,서울,2024.1.4 2:00,-1.9,,0.9,81,1011.5,1022.4
108,서울,2024.1.4 3:00,-2.2,,0.9,80,1011.7,1022.6
108,서울,2024.1.4 4:00,-2.5,,0,82,1011.4,1022.4
108,서울,2024.1.4 5:00,-2.7,,1.7,79,1011.5,1022.5
108,서울,2024.1.4 6:00,-3.1,,2.1,82,1011.9,1022.9
108,서울,2024.1.4 7:00,-3.2,,2.2,87,1012.2,1023.2
108,서울,2024.1.4 8:00,-2.8,,1.5,87,1012.5,1023.5
108,서울,2024.1.4 9:00,-1.8,,2.6,84,1012.7,1023.6
108,서울,2024.1.4 10:00,-0.7,,2.9,83,1013.4,1024.3
108,서울,2024.1.4 11:00,0.4,,3.1,80,1013.2,1024.1
108,서울,2024.1.4 12:00,1.4,,3,73,1012.4,1023.2
108,서울,2024.1.4 13:00,2.5,,2.4,69,1011.6,1022.3
108,서울,2024.1.4 14:00,3.7,,1.8,66,1011,1021.7
108,서울,2024.1.4 15:00,4,,1.5,65,1010.1,1020.8
108,서울,2024.1.4 16:00,4.7,,2.4,65,1010,1020.6
108,서울,2024.1.4 17:00,4.4,,2.3,65,1010.2,1020.8
108,서울,2024.1.4 18:00,4.5,,2.8,67,1009.9,1020.5
108,서울,2024.1.4 19:00,4.2,,1.8,70,1009.7,1020.3
108,서울,2024.1.4 20:00,4.2,,1.4,69,1009.6,1020.2
108,서울,2024.1.4 21:00,4.4,,2,70,1009.4,1020
108,서울,2024.1.4 22:00,4.5,,2.2,71,1009.2,1019.8
108,서울,2024.1.4 23:00,4.5,,1.8,71,1009.1,1019.7
108,서울,2024.1.5 0:00,4.1,,2.4,73,1008.9,1019.5
108,서울,2024.1.5 1:00,3.7,,1.5,75,1008.8,1019.5
108,서울,2024.1.5 2:00,3.1,,1.6,79,1008.7,1019.4
108,서울,2024.1.5 3:00,2.8,,1.4,80,1008.8,1019.5
108,서울,2024.1.5 4:00,3,,2,82,1008.3,1019
108,서울,2024.1.5 5:00,3.4,,1,83,1008.1,1018.8
108,서울,2024.1.5 6:00,5,0,2.1,87,1008.3,1018.9
108,서울,2024.1.5 7:00,5.4,,2.1,87,1008.9,1019.5
108,서울,2024.1.5 8:00,5,,1.3,88,1009.3,1019.9
108,서울,2024.1.5 9:00,5.1,,0.8,88,1009.7,1020.3
108,서울,2024.1.5 10:00,5.8,,1.3,87,1009.8,1020.4
108,서울,2024.1.5 11:00,7.4,,3.4,77,1010.2,1020.7
108,서울,2024.1.5 12:00,8.1,,2.8,68,1009.5,1020
108,서울,2024.1.5 13:00,8.3,,4.4,64,1008.7,1019.2
108,서울,2024.1.5 14:00,8.9,,4.4,60,1008.1,1018.5
108,서울,2024.1.5 15:00,9,,3.2,60,1008,1018.4
108,서울,2024.1.5 16:00,7.9,,3.2,63,1008.2,1018.7
108,서울,2024.1.5 17:00,6.6,,3.1,63,1008.4,1018.9
108,서울,2024.1.5 18:00,5.4,,2.2,71,1008.8,1019.4
108,서울,2024.1.5 19:00,4.3,,3.1,77,1009,1019.6
108,서울,2024.1.5 20:00,3.6,,2,82,1009.4,1020.1
108,서울,2024.1.5 21:00,3.1,,2.3,83,1009.7,1020.4
108,서울,2024.1.5 22:00,2.7,,2.2,82,1009.8,1020.5
108,서울,2024.1.5 23:00,2,,1.7,82,1010,1020.7
108,서울,2024.1.6 0:00,1.4,,2.4,80,1010.1,1020.9
108,서울,2024.1.6 1:00,0.7,,1.8,79,1010.1,1020.9
108,서울,2024.1.6 2:00,-0.1,,2.1,79,1010.3,1021.1
108,서울,2024.1.6 3:00,-0.7,,2.2,77,1010.7,1021.6
108,서울,2024.1.6 4:00,-1.2,,2,70,1010.7,1021.6
108,서울,2024.1.6 5:00,-1.5,,2.4,69,1010.7,1021.6
108,서울,2024.1.6 6:00,-2,,1.5,68,1010.9,1021.8
108,서울,2024.1.6 7:00,-2,,1.8,65,1011.4,1022.3
108,서울,2024.1.6 8:00,-2.5,,1.5,66,1011.8,1022.8
108,서울,2024.1.6 9:00,-2,,1.9,63,1012.1,1023
108,서울,2024.1.6 10:00,-0.4,,2.9,55,1012.4,1023.3
108,서울,2024.1.6 11:00,1.1,,1.8,49,1011.9,1022.7
108,서울,2024.1.6 12:00,2.9,,2.3,44,1011.3,1022
108,서울,2024.1.6 13:00,3.4,,2.8,44,1010.9,1021.6
108,서울,2024.1.6 14:00,4,,3.3,39,1010.3,1021
108,서울,2024.1.6 15:00,4.9,,3.2,36,1010.1,1020.7
108,서울,2024.1.6 16:00,4.9,,2.1,40,1009.9,1020.5
108,서울,2024.1.6 17:00,3.7,,2.2,42,1010.2,1020.9
108,서울,2024.1.6 18:00,2.9,0,1.6,46,1010.5,1021.2
108,서울,2024.1.6 19:00,1.4,,2.6,74,1011.1,1021.9
108,서울,2024.1.6 20:00,0.5,,0.8,88,1011,1021.8
108,서울,2024.1.6 21:00,0.4,2.4,1.6,91,1011.1,1021.9
108,서울,2024.1.6 22:00,0.4,,1.6,90,1011.2,1022
108,서울,2024.1.6 23:00,-0.1,,1.2,89,1011.7,1022.6
108,서울,2024.1.7 0:00,-0.9,,2.5,86,1012,1022.9
108,서울,2024.1.7 1:00,-2.1,,2.6,80,1012.1,1023
108,서울,2024.1.7 2:00,-2.7,,1.1,79,1012.3,1023.3
108,서울,2024.1.7 3:00,-3.2,,0.1,80,1012.7,1023.7
108,서울,2024.1.7 4:00,-3.3,,1.9,81,1012.9,1023.9
108,서울,2024.1.7 5:00,-3.4,,1.2,81,1012.8,1023.8
108,서울,2024.1.7 6:00,-3.6,,3,79,1013.5,1024.5
108,서울,2024.1.7 7:00,-4.4,,1.5,71,1014,1025.1
108,서울,2024.1.7 8:00,-4.9,,1.7,66,1014.7,1025.8
108,서울,2024.1.7 9:00,-4.6,,3.1,57,1015.5,1026.6
108,서울,2024.1.7 10:00,-3.7,,4.6,50,1016.2,1027.3
108,서울,2024.1.7 11:00,-3.4,,5.3,42,1016.4,1027.4
108,서울,2024.1.7 12:00,-2.5,,4.7,44,1015.7,1026.7
108,서울,2024.1.7 13:00,-3,,6.3,37,1015.2,1026.2
108,서울,2024.1.7 14:00,-2.1,,4,39,1014.9,1025.9
108,서울,2024.1.7 15:00,-1.8,,4.5,37,1015.1,1026.1
108,서울,2024.1.7 16:00,-2,,3.3,37,1015.3,1026.3
108,서울,2024.1.7 17:00,-3.5,,3.6,39,1015.8,1026.8
108,서울,2024.1.7 18:00,-4.6,,3.3,44,1016.1,1027.2
108,서울,2024.1.7 19:00,-5.3,,3.6,46,1016.7,1027.8
108,서울,2024.1.7 20:00,-5.8,,2.8,52,1017.1,1028.2
108,서울,2024.1.7 21:00,-6.7,,4.6,54,1017.4,1028.6
108,서울,2024.1.7 22:00,-7.5,,1,59,1017.7,1028.9
108,서울,2024.1.7 23:00,-8.1,,2.6,64,1017.6,1028.9
108,서울,2024.1.8 0:00,-8.3,,2.9,64,1017.5,1028.8
108,서울,2024.1.8 1:00,-8.5,,3.3,64,1017.4,1028.7
108,서울,2024.1.8 2:00,-8.9,,2.1,65,1017.6,1028.9
108,서울,2024.1.8 3:00,-9.1,,0.7,64,1017.7,1029
108,서울,2024.1.8 4:00,-9.4,,1.7,66,1017.5,1028.8
108,서울,2024.1.8 5:00,-9.7,,0.5,67,1017.2,1028.5
108,서울,2024.1.8 6:00,-10.1,,2.2,65,1017.4,1028.8
108,서울,2024.1.8 7:00,-10.1,,1.7,67,1017.5,1028.9
108,서울,2024.1.8 8:00,-10.1,,1.9,68,1017.5,1028.9
108,서울,2024.1.8 9:00,-9,,2.7,66,1017.8,1029.1
108,서울,2024.1.8 10:00,-6.3,,2,53,1017.9,1029.1
108,서울,2024.1.8 11:00,-3.8,,1.3,48,1017.7,1028.8
108,서울,2024.1.8 12:00,-2.3,,1.7,40,1016.9,1027.9
108,서울,2024.1.8 13:00,-0.8,,2.3,37,1016,1026.9
108,서울,2024.1.8 14:00,-0.6,,1.9,35,1015.2,1026.1
108,서울,2024.1.8 15:00,-0.3,,2.1,34,1014.5,1025.4
108,서울,2024.1.8 16:00,-0.7,,2.9,47,1014.4,1025.3
108,서울,2024.1.8 17:00,-1.5,,1.7,52,1014.7,1025.6
108,서울,2024.1.8 18:00,-2.2,,1.4,61,1014.6,1025.6
108,서울,2024.1.8 19:00,-2.6,,0.6,63,1014.4,1025.4
108,서울,2024.1.8 20:00,-3.1,,1.3,66,1014.1,1025.1
108,서울,2024.1.8 21:00,-2.9,,0.7,68,1013.8,1024.8
108,서울,2024.1.8 22:00,-2.1,,1.1,64,1013.3,1024.3
108,서울,2024.1.8 23:00,-2.2,,1.7,65,1013.2,1024.2
108,서울,2024.1.9 0:00,-1.9,,1.9,64,1013.2,1024.1
108,서울,2024.1.9 1:00,-1.8,,1.2,63,1012.7,1023.6
108,서울,2024.1.9 2:00,-1.7,,1.6,64,1011.9,1022.8
108,서울,2024.1.9 3:00,-1.6,,2.1,63,1011.4,1022.3
108,서울,2024.1.9 4:00,-1.5,,1.6,65,1010.6,1021.5
108,서울,2024.1.9 5:00,-1.3,,1.7,65,1010.1,1021
108,서울,2024.1.9 6:00,-1.1,0,2,66,1009.7,1020.6
108,서울,2024.1.9 7:00,-1,,2.3,71,1009.6,1020.5
108,서울,2024.1.9 8:00,-1.2,,1.9,74,1009.5,1020.4
108,서울,2024.1.9 9:00,-1.5,0.4,1.6,86,1010.1,1021
108,서울,2024.1.9 10:00,-1.3,,2.6,88,1010,1020.9
108,서울,2024.1.9 11:00,-0.7,,2.1,88,1009.7,1020.6
108,서울,2024.1.9 12:00,-0.5,0.2,2.3,89,1008.9,1019.7
108,서울,2024.1.9 13:00,-0.1,,2.1,91,1008,1018.8
108,서울,2024.1.9 14:00,0.1,,1.4,91,1007.3,1018.1
108,서울,2024.1.9 15:00,0.2,0.7,2,92,1007,1017.8
108,서울,2024.1.9 16:00,0.2,,2.1,92,1007.3,1018.1
108,서울,2024.1.9 17:00,0.3,,2.1,93,1007.4,1018.2
108,서울,2024.1.9 18:00,0.2,0.3,2,91,1007.6,1018.4
108,서울,2024.1.9 19:00,0.2,,2,92,1007.9,1018.7
108,서울,2024.1.9 20:00,0.1,,1.4,93,1007.9,1018.7
108,서울,2024.1.9 21:00,0.1,0,1,92,1008,1018.8
108,서울,2024.1.9 22:00,0.1,,1,93,1008.4,1019.2
108,서울,2024.1.9 23:00,0.4,,2.9,95,1008.2,1019
108,서울,2024.1.10 0:00,-0.3,,2.4,93,1008.2,1019
108,서울,2024.1.10 1:00,-1.1,,0.9,92,1008.2,1019.1
108,서울,2024.1.10 2:00,-1.4,,2.1,95,1008.5,1019.4
108,서울,2024.1.10 3:00,-1.9,,1.5,95,1008.7,1019.6
108,서울,2024.1.10 4:00,-2.4,,0.9,94,1008.7,1019.6
108,서울,2024.1.10 5:00,-3.1,,0.4,93,1008.7,1019.6
108,서울,2024.1.10 6:00,-3.6,,0.1,93,1008.9,1019.9
108,서울,2024.1.10 7:00,-4.1,,1.8,94,1009.2,1020.2
108,서울,2024.1.10 8:00,-3.7,,1.7,94,1009.7,1020.7
108,서울,2024.1.10 9:00,-3.7,,1.6,94,1010.3,1021.3
108,서울,2024.1.10 10:00,-2.7,,2.3,94,1010.9,1021.9
108,서울,2024.1.10 11:00,-1.1,,2.5,87,1011.1,1022
108,서울,2024.1.10 12:00,0,,1.8,82,1010.3,1021.1
108,서울,2024.1.10 13:00,1.6,,0.8,75,1009.9,1020.7
108,서울,2024.1.10 14:00,1.5,,2.3,75,1009.8,1020.6
108,서울,2024.1.10 15:00,2.9,,2.2,71,1009.6,1020.3
108,서울,2024.1.10 16:00,3.1,,2.2,69,1009.8,1020.5
108,서울,2024.1.10 17:00,1.9,,2.5,72,1009.9,1020.7
108,서울,2024.1.10 18:00,0.7,,1.7,76,1010.4,1021.2
108,서울,2024.1.10 19:00,0.1,,1.9,78,1010.8,1021.6
108,서울,2024.1.10 20:00,-0.5,,2.3,84,1011.1,1022
108,서울,2024.1.10 21:00,-1,,1.3,87,1010.7,1021.6
108,서울,2024.1.10 22:00,-1.4,,2.1,91,1010.7,1021.6
108,서울,2024.1.10 23:00,-1.4,,1.5,90,1010.5,1021.4
108,서울,2024.1.11 0:00,-1.2,,1.9,89,1010.4,1021.3
108,서울,2024.1.11 1:00,-1.2,,1.1,88,1010.4,1021.3
108,서울,2024.1.11 2:00,-1.2,,2.7,86,1010.4,1021.3
108,서울,2024.1.11 3:00,-1.4,,2.2,85,1010.3,1021.2
108,서울,2024.1.11 4:00,-1.9,,1.5,84,1010.1,1021
108,서울,2024.1.11 5:00,-1.8,,1,85,1009.9,1020.8
108,서울,2024.1.11 6:00,-2.3,,1.6,86,1009.3,1020.2
108,서울,2024.1.11 7:00,-2,,1.4,88,1009.2,1020.1
108,서울,2024.1.11 8:00,-1.7,,0.6,86,1009.2,1020.1
108,서울,2024.1.11 9:00,-1.1,,2.3,86,1008.9,1019.8
108,서울,2024.1.11 10:00,-0.4,,2,83,1008.7,1019.5
108,서울,2024.1.11 11:00,0.6,,1.5,78,1008.4,1019.2
108,서울,2024.1.11 12:00,2.2,,1.5,72,1007.3,1018
108,서울,2024.1.11 13:00,2.9,,2.9,71,1006.6,1017.3
108,서울,2024.1.11 14:00,3.3,,3.2,73,1005.9,1016.5
108,서울,2024.1.11 15:00,4,,3.1,71,1005.2,1015.8
108,서울,2024.1.11 16:00,4.4,,3.4,70,1005.1,1015.7
108,서울,2024.1.11 17:00,4.4,,2.7,72,1004.9,1015.5
108,서울,2024.1.11 18:00,4.3,,2.4,76,1005,1015.6
108,서울,2024.1.11 19:00,4.1,,1.8,78,1005.1,1015.7
108,서울,2024.1.11 20:00,3.9,,1.9,80,1005.2,1015.8
108,서울,2024.1.11 21:00,3.9,,1.8,82,1004.9,1015.5
108,서울,2024.1.11 22:00,3.8,,2.2,82,1005,1015.6
108,서울,2024.1.11 23:00,3.8,,2.1,83,1005,1015.6
108,서울,2024.1.12 0:00,3.6,,2.7,87,1005.3,1015.9
108,서울,2024.1.12 1:00,3.4,,2.4,84,1005.5,1016.1
108,서울,2024.1.12 2:00,2.6,,2.2,84,1006,1016.7
108,서울,2024.1.12 3:00,1.8,,1.2,85,1006.5,1017.2
108,서울,2024.1.12 4:00,1.2,,2.3,87,1006.6,1017.3
108,서울,2024.1.12 5:00,0.4,,1.5,87,1006.4,1017.2
108,서울,2024.1.12 6:00,-0.3,,1.1,88,1006.8,1017.6
108,서울,2024.1.12 7:00,-0.6,,0.9,90,1007.3,1018.1
108,서울,2024.1.12 8:00,-1,,0.7,89,1007.7,1018.5
108,서울,2024.1.12 9:00,-0.6,,1.5,86,1008.2,1019
108,서울,2024.1.12 10:00,0.5,,2.3,72,1008.7,1019.5
108,서울,2024.1.12 11:00,1.4,,3.2,55,1008.6,1019.4
108,서울,2024.1.12 12:00,2.2,,2.8,55,1008.2,1018.9
108,서울,2024.1.12 13:00,3.2,,2.6,43,1007.9,1018.6
108,서울,2024.1.12 14:00,3.4,,3.4,31,1007.8,1018.5
108,서울,2024.1.12 15:00,3.8,,3.4,34,1007.8,1018.4
108,서울,2024.1.12 16:00,4,,3.1,33,1008,1018.6
108,서울,2024.1.12 17:00,2.6,,3,38,1008.6,1019.3
108,서울,2024.1.12 18:00,1.7,,3.4,47,1008.9,1019.6
108,서울,2024.1.12 19:00,1,,2,52,1009.3,1020.1
108,서울,2024.1.12 20:00,0.6,,2.4,53,1009.7,1020.5
108,서울,2024.1.12 21:00,0.3,,2.1,51,1009.8,1020.6
108,서울,2024.1.12 22:00,-0.2,,1.3,49,1010.2,1021.1
108,서울,2024.1.12 23:00,-0.9,,1.5,48,1010.4,1021.3
108,서울,2024.1.13 0:00,-1.4,,0.8,47,1010.9,1021.8
108,서울,2024.1.13 1:00,-1.9,,1.8,47,1010.7,1021.6
108,서울,2024.1.13 2:00,-1.9,,2.1,48,1010.7,1021.6
108,서울,2024.1.13 3:00,-2.5,,1.4,51,1011,1021.9
108,서울,2024.1.13 4:00,-2.5,,1.4,54,1011.5,1022.5
108,서울,2024.1.13 5:00,-2.9,,1,56,1011.8,1022.8
108,서울,2024.1.13 6:00,-3.3,,0.5,55,1012.3,1023.3
108,서울,2024.1.13 7:00,-3.6,,0.7,56,1013.2,1024.2
108,서울,2024.1.13 8:00,-3.8,,0.6,58,1013.7,1024.7
108,서울,2024.1.13 9:00,-3.1,,0.9,58,1014.4,1025.4
108,서울,2024.1.13 10:00,-0.7,,3.5,47,1015.1,1026
108,서울,2024.1.13 11:00,1,,2.5,41,1015.2,1026
108,서울,2024.1.13 12:00,3.2,,1.7,36,1014.9,1025.6
108,서울,2024.1.13 13:00,4.3,,1.3,35,1014.5,1025.2
108,서울,2024.1.13 14:00,4.5,,1.5,31,1013.9,1024.6
108,서울,2024.1.13 15:00,6.1,,2.2,30,1014,1024.6
108,서울,2024.1.13 16:00,6.3,,2,24,1014,1024.6
108,서울,2024.1.13 17:00,5.1,,2.3,26,1013.8,1024.5
108,서울,2024.1.13 18:00,3.2,,1,30,1014.2,1024.9
108,서울,2024.1.13 19:00,2.2,,1.8,35,1014.5,1025.3
108,서울,2024.1.13 20:00,1.2,,0.4,42,1014.5,1025.3
108,서울,2024.1.13 21:00,0.7,,0.9,41,1014.8,1025.7
108,서울,2024.1.13 22:00,0.3,,0.5,45,1015,1025.9
108,서울,2024.1.13 23:00,-0.2,,1.3,51,1014.2,1025.1
108,서울,2024.1.14 0:00,-0.8,,2.1,53,1013.8,1024.7
108,서울,2024.1.14 1:00,-1.2,,2,57,1013.4,1024.3
108,서울,2024.1.14 2:00,-1.2,,1.4,60,1013.6,1024.5
108,서울,2024.1.14 3:00,-1.4,,1.6,62,1013.6,1024.5
108,서울,2024.1.14 4:00,-1.7,,2.4,64,1012.7,1023.6
108,서울,2024.1.14 5:00,-2,,1.7,65,1012.4,1023.3
108,서울,2024.1.14 6:00,-2.3,,1.7,68,1011.8,1022.7
108,서울,2024.1.14 7:00,-2.4,,1.8,69,1011.6,1022.5
108,서울,2024.1.14 8:00,-1.9,,1.2,66,1012.1,1023
108,서울,2024.1.14 9:00,-1,,2.5,69,1011.3,1022.2
108,서울,2024.1.14 10:00,-0.3,,2.5,61,1010.4,1021.2
108,서울,2024.1.14 11:00,0.5,,2.1,61,1009.5,1020.3
108,서울,2024.1.14 12:00,1.2,0,2.1,65,1008.1,1018.9
108,서울,2024.1.14 13:00,1.7,,2,87,1008.1,1018.8
108,서울,2024.1.14 14:00,2,,0.9,92,1007.7,1018.4
108,서울,2024.1.14 15:00,1.7,3,0.8,90,1007.6,1018.3
108,서울,2024.1.14 16:00,2.1,,0.4,92,1008.1,1018.8
108,서울,2024.1.14 17:00,1.6,,3.3,93,1009.3,1020.1
108,서울,2024.1.14 18:00,1.4,0.1,2.7,94,1010,1020.8
108,서울,2024.1.14 19:00,1,,2.4,90,1010.9,1021.7
108,서울,2024.1.14 20:00,-0.2,,2.8,84,1011.4,1022.3
108,서울,2024.1.14 21:00,-0.8,,3.6,80,1012.1,1023
108,서울,2024.1.14 22:00,-1.8,,2.1,78,1012.5,1023.4
108,서울,2024.1.14 23:00,-2.6,,3.7,71,1012.9,1023.9
108,서울,2024.1.15 0:00,-3.3,,2.7,68,1013.1,1024.1
108,서울,2024.1.15 1:00,-3.8,,2.5,66,1013.6,1024.6
108,서울,2024.1.15 2:00,-4.3,,2.8,67,1013.9,1025
108,서울,2024.1.15 3:00,-4.9,,2.3,68,1014.5,1025.6
108,서울,2024.1.15 4:00,-5.3,,2.2,68,1014.7,1025.8
108,서울,2024.1.15 5:00,-5.7,,2.7,66,1015.3,1026.4
108,서울,2024.1.15 6:00,-6.2,,2.4,67,1015.6,1026.7
108,서울,2024.1.15 7:00,-6.5,,2.9,62,1016.3,1027.5
108,서울,2024.1.15 8:00,-6.9,,2.8,65,1016.9,1028.1
108,서울,2024.1.15 9:00,-6.5,,2.4,56,1017.6,1028.8
108,서울,2024.1.15 10:00,-5.2,,2.9,49,1018.1,1029.2
108,서울,2024.1.15 11:00,-3.8,,2.9,44,1018.1,1029.2
108,서울,2024.1.15 12:00,-2.8,,3.1,38,1017.5,1028.5
108,서울,2024.1.15 13:00,-1.6,,2.5,39,1017,1028
108,서울,2024.1.15 14:00,-0.2,,4.7,38,1016.6,1027.5
108,서울,2024.1.15 15:00,0.5,,2.3,38,1016.3,1027.2
108,서울,2024.1.15 16:00,0.8,,3.1,37,1016.9,1027.8
108,서울,2024.1.15 17:00,-0.1,,2.7,36,1017.2,1028.1
